title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
Rv0870c|Rv0870c:_390_bp_-,0.253,38.7471694946,0.844,0.205,0.3079709,-7.80556613377001,-0.0609809854200782,-162.57,3.83445e-05,-35.11,0.00286309,0,0.380863418605,0.327728,0.423053,0.414288893617,0.3993628,0.418322972973,0.307095166667,0.4743805,0.361704914634,0.3997524,0.4743805,4,20.5,82,0.635658914729,6,0.046511627907,-0.993798449612,-2.35789473684,-1.83170731707,-0.460975609756,5,-0.596,NA,NA,-0.649444444444,-0.413681457431,-0.84,-0.3745,-0.271666666667,21.9225384615,21.95475,19.8175,19.878,18.139,4,0.108108,2,0.054054,1,0.100000,0,0.000000,1,1,0,0,1,0,5,20,0.15503875969,5,0.0387596899225,1,129,13687.6019,9.86029052734,0.100775193798,2.75,0.426837642331,0.612053012215,0.408351125875,0.518160229649,0.724707087174,0.844192864126,0.640499198834,0.306300857379,0.545427750544,0.744271525338,0.939897673432,31,0.09422396026,1,0.0489932885906,1,0.0775167785235,0,0.00191754554171,0.02813695,0.4845985,0.2004425,0.3193362,0.617948717949,0.215654014692,0.4,0.566666666667,0.7,0.766666666667
Rv0879c|Rv0879c:_276_bp_-,0.224,44.5426940918,0.721,0.287,0.2995416,8.40851273248085,0.0934279192497873,-137.11,0.000562962,-57.86,0.0257067,1,0.531832340659,0.4879265,0.5556875,0.568784354167,0.5110772,0.575494488372,0.60711305,0.548000086957,0.490583581395,0.5110772,0.548000086957,2,21.5,43,0.472527472527,20,0.21978021978,-0.021978021978,-2.21578947368,-1.56097560976,0.429268292683,5,0.2,NA,NA,-0.360909090909,-0.293311688312,-0.455,0.26,0.474,21.2242391304,22.8775,20.4515,23.742,22.843,5,0.116279,5,0.116279,0,0.000000,0,0.000000,4,2,0,0,1,3,5,23,0.252747252747,5,0.0549450549451,1,91,9512.0871,8.34197998047,0.0769230769231,3.0,0.329511475821,0.662242690474,0.308642903895,0.558583328618,0.795486365298,0.998258761457,0.660422234264,0.318002620991,0.549707536207,0.783474461708,0.99823295257,23,0.0954427770656,1,0.158165548098,1,0.133109619687,1,0.116011505273,0.02813695,0.4394501,0.190878375,0.32290495,0.677536231884,0.332877011418,0.466666666667,0.666666666667,0.766666666667,0.9
Rv0882|Rv0882:_285_bp_-_P,0.237,32.4221992493,0.852,0.285,0.3111349,-9.30596698215747,-0.100064161098467,-157.10,6.94411e-05,-54.98,0.0109908,0,0.38754812766,0.29757275,0.46307125,0.41710032,0.4165950625,0.417998555556,0.465317727273,0.301219666667,0.376840811594,0.476388,0.465317727273,3,23.0,69,0.734042553191,11,0.117021276596,-0.526595744681,-2.25789473684,-1.50487804878,-0.180487804878,6,0.241666666667,NA,NA,-0.0891666666667,-0.23371031746,-1.387,-1.086,0.809090909091,23.1786315789,23.43875,22.228,28.154,23.78,2,0.222222,1,0.111111,3,0.187500,2,0.125000,2,0,1,2,1,2,6,6,0.063829787234,11,0.117021276596,1,94,9661.412,11.3980102539,0.0744680851064,3.33333333333,0.595030091432,0.648901822606,0.392090897257,0.498404638498,0.782435112163,0.837935935612,0.699432446758,0.3504117944,0.595788366548,0.816156656841,0.97047312197,46,0.144781636028,1,0.101901565996,1,0.162304250559,0,0.0920421860019,0.02813695,0.4394501,0.19199755,0.32398895,0.698245614035,0.373617355758,0.566666666667,0.666666666667,0.733333333333,0.866666666667
Rv0961|Rv0961:_348_bp_-_P,0.228,49.5635147095,0.731,0.193,0.2593092,-14.628497856391,-0.128320156635009,-137.07,2.00311e-05,-41.81,0.00175937,0,0.332072982609,0.3145365,0.3631795,0.358348755102,0.372618583333,0.34464972,0.341473052632,0.3874458,0.312565212121,0.368716684211,0.341473052632,3,22.0,66,0.573913043478,19,0.165217391304,-0.734782608696,-2.38947368421,-1.39024390244,-0.121951219512,19,0.839473684211,0.839473684211,0.839473684211,-0.438846153846,-0.415304607673,-2.076,-1.057,-0.0857894736842,18.9620689655,18.64575,16.0785,18.314,18.08,4,0.160000,0,0.000000,3,0.125000,4,0.166667,2,0,2,3,2,0,19,19,0.165217391304,19,0.165217391304,1,115,12414.586,6.80010986328,0.139130434783,3.0,0.635286839314,0.637079260888,0.335168576968,0.513792926522,0.788321932627,0.894984067374,0.658219506818,0.224198042671,0.580354447284,0.760741727806,0.929705219297,31,0.0991071251807,1,0.106040268456,1,0.071029082774,1,0.102269095558,0.02813695,0.4845985,0.2005985,0.3226897,0.58908045977,0.158863195433,0.466666666667,0.566666666667,0.633333333333,0.7
Rv0986|Rv0986:_747_bp_-_P,0.210,56.1415634155,0.591,0.148,0.2571306,-11.7043476022735,-0.0473860226812694,-259.25,7.50378e-10,-32.25,0.00708914,4,0.442801120968,0.38533,0.488455,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,248,1.0,1.53306451613,-0.842105263158,-0.00731707317073,2.97317073171,NA,NA,NA,NA,NA,NA,NA,NA,0.618346774194,20.5046586345,18.45425,20.041,14.76,19.055,NA,NA,NA,NA,30,0.120968,30,0.120968,NA,NA,30,30,30,30,NA,0,0.0,248,1.0,1,248,27372.7703,5.65338134766,0.0483870967742,0.0,0.223851947315,0.510194683436,0.164336919285,0.275657895972,0.743061548371,0.893157654784,0.592814987204,0.0497722597529,0.462669561252,0.742162304834,0.976717581463,49,0.0769902329896,1,0.0640939597315,1,0.106711409396,NA,NA,0.009080431,0.4910102,0.1843397,0.3226897,0.534136546185,0.0507752794089,0.333333333333,0.5,0.6,0.733333333333
Rv1171|Rv1171:_441_bp_-_C,0.217,58.6682548523,0.699,0.221,0.2538452,-9.52325847544962,-0.0656776446582732,-227.39,1.99644e-06,-44.92,0.100136,0,0.381281328767,0.34163225,0.4090715,0.402477655172,0.3712565,0.414371428571,0.476739615385,0.277713,0.367311022727,0.3658202,0.476739615385,4,22.0,88,0.602739726027,26,0.178082191781,-0.0684931506849,-1.99473684211,-1.60487804878,1.30975609756,5,0.226,NA,NA,-0.2292,-0.286323268398,-0.349,0.56725,0.939615384615,21.848707483,20.8125,22.667,15.54,17.981,10,0.238095,4,0.095238,0,0.000000,2,0.125000,6,3,0,2,6,3,5,26,0.178082191781,11,0.0753424657534,1,146,15217.6206,10.6118774414,0.0821917808219,3.0,0.587716239179,0.578681366885,0.387483682126,0.505066827787,0.650431435794,0.721616264747,0.722218232249,0.202773467407,0.622636091312,0.85072953576,0.994083443754,54,0.126398210291,1,0.0985458612975,1,0.0768456375839,0,0.0370725471397,0.02813695,0.4845985,0.1930398,0.3198442,0.655328798186,0.289189638749,0.433333333333,0.6,0.733333333333,0.833333333333
Rv1209|Rv1209:_369_bp_-_C,0.257,35.8015060425,0.892,0.283,0.300589,-9.91870491152875,-0.0819727678638739,-189.84,2.46874e-05,-57.78,0.0405635,2,0.53105792623,0.40879325,0.61372875,0.52625792,0.6032422,0.522206115789,0.6032422,0.522206115789,0.552876136364,NA,NA,1,22.0,22,0.180327868852,5,0.0409836065574,0.996721311475,-2.51052631579,-0.929268292683,2.71707317073,95,0.849052631579,0.0184210526316,1.58157894737,-0.540909090909,-0.540909090909,-3.353,-3.353,-0.626,21.9808130081,24.635,27.071,22.688,25.402,13,0.136842,15,0.157895,0,0.000000,0,0.000000,13,15,0,0,0,0,NA,95,0.77868852459,5,0.0409836065574,1,122,13120.832,5.08294677734,0.0655737704918,1.0,0.570397997938,0.593010376982,0.330692616682,0.548712771405,0.660296992399,0.723234578267,0.705265102977,0.30186453644,0.561332203336,0.858072827437,0.996058984532,47,0.127554064131,1,0.119239373602,1,0.115436241611,NA,NA,0.02813695,0.4845985,0.2002488,0.3226897,0.688346883469,0.354144167767,0.566666666667,0.666666666667,0.733333333333,0.866666666667
Rv1342c|Rv1342c:_363_bp_-,0.266,38.1750602722,0.832,0.234,0.3163986,-6.93648551149819,-0.0582897942142705,-152.10,9.62154e-05,-40.76,0.00698453,0,0.333638783333,0.21029975,0.39354225,0.4121256,0.284197933333,0.460098475,0.509915034483,0.3406433,0.267226861538,0.1713072,0.509915034483,3,21.6666666667,65,0.541666666667,29,0.241666666667,0.22,-1.62105263158,-0.863414634146,0.748780487805,5,1.394,NA,NA,-0.310869565217,-0.245243558776,-0.366,1.47733333333,0.643448275862,20.5,19.729,21.3,23.78,24.15,7,0.175000,3,0.075000,4,0.266667,2,0.133333,4,3,3,1,4,3,5,29,0.241666666667,10,0.0833333333333,1,120,13381.8134,9.46136474609,0.108333333333,2.33333333333,0.293474708316,0.490464333032,0.185605121556,0.335783391541,0.614615228451,0.708280832487,0.627678879846,0.0924644125906,0.55391547819,0.74553083545,0.955173262317,25,0.0824896674629,1,0.107941834452,1,0.089485458613,1,0.100351550016,0.02813695,0.4845985,0.2004425,0.3226897,0.628099173554,0.235622406483,0.433333333333,0.566666666667,0.666666666667,0.833333333333
Rv1459c|Rv1459c:_1776_bp_,0.236,43.9112815857,0.807,0.238,0.2972457,-32.0729022191272,-0.0543608512188597,-905.02,7.7413e-20,-52.98,0.0109561,2,0.407766059222,0.320998,0.453563,0.45190208254,0.384734549618,0.499722445652,0.4348555,0.645419880952,0.357393423913,0.475220789474,0.397495701493,14,19.7142857143,276,0.467005076142,38,0.0642978003384,-0.0279187817259,-2.44210526316,-1.3756097561,2.47804878049,19,0.322631578947,0.322631578947,0.322631578947,0.0547368421053,-0.307314638705,1.472,0.528928571429,0.587368421053,22.6126689189,25.16175,22.756,23.314,21.81,33,0.179348,14,0.076087,16,0.122137,9,0.068702,9,4,6,6,6,3,19,45,0.0761421319797,67,0.113367174281,1,591,62692.6797,11.0532836914,0.0676818950931,2.42857142857,0.405049096446,0.534371809294,0.320919578545,0.422791329827,0.634253409177,0.780186075896,0.689862926303,0.0791033210464,0.584655768433,0.800391731481,0.999355930291,160,0.102828515324,1,0.120022371365,1,0.0969798657718,1,0.0626398210291,0.009080431,0.540708,0.196323075,0.309418375,0.669481981982,0.317032361296,0.366666666667,0.6,0.733333333333,0.9
Rv1487|Rv1487:_435_bp_-_C,0.279,38.8242378235,0.844,0.247,0.3188969,-5.31657873066392,-0.037178872242405,-221.70,1.94656e-06,-51.96,0.0112979,0,0.351269854167,0.31752875,0.38064425,0.345099676471,0.348818304348,0.344017037975,0.5453775,0.344017037975,0.324946391304,NA,NA,1,23.0,23,0.184,23,0.159722222222,0.295138888889,-2.03157894737,-1.86585365854,2.46341463415,79,0.799746835443,0.532631578947,1.18789473684,-0.466086956522,-0.466086956522,-1.224,-1.224,-0.0752173913043,23.0843448276,22.5705,20.1395,13.12,16.303,12,0.151899,10,0.126582,0,0.000000,1,0.043478,12,10,0,1,0,1,NA,79,0.632,23,0.184,1,144,15158.7737,5.28704833984,0.0625,2.0,0.526289906328,0.629207753569,0.361568736578,0.499389030401,0.783979942011,0.845208667078,0.688278718847,0.115766349181,0.611505806613,0.774565128395,0.995308895161,73,0.153259602357,1,0.119574944072,1,0.157941834452,NA,NA,0.02813695,0.4845985,0.1944692,0.3188282,0.671264367816,0.320538743674,0.533333333333,0.633333333333,0.733333333333,0.866666666667
Rv1567c|Rv1567c:_285_bp_-,0.333,44.5653381348,0.810,0.194,0.2954573,0.0995419732691856,0.00107034379859339,-112.66,0.00310045,-40.09,0.0394275,0,0.324453265957,0.27865125,0.37612425,0.340066085106,0.352371268293,0.255980666667,0.353494424242,0.34773825,0.308840446809,0.255980666667,0.353494424242,2,23.5,47,0.5,33,0.351063829787,-0.771276595745,-1.99473684211,-1.69024390244,-0.324390243902,6,0.156666666667,NA,NA,-0.233846153846,-0.294065934066,0.483,0.5545,0.050303030303,18.9548421053,19.0115,16.39,16.166,12.672,1,0.166667,0,0.000000,3,0.073171,3,0.073171,1,0,1,2,1,2,6,6,0.063829787234,33,0.351063829787,1,94,10362.0929,6.50018310547,0.18085106383,4.0,0.551447805174,0.519474297143,0.347518476845,0.444466424841,0.592389294016,0.739118137886,0.593252779096,0.161203055474,0.484208205379,0.711707822341,0.940536287973,21,0.082603832312,1,0.0572706935123,1,0.0986577181208,0,0.0498561840844,0.02813695,0.4394501,0.19199755,0.32398895,0.59298245614,0.166539362427,0.466666666667,0.566666666667,0.666666666667,0.766666666667
Rv1616|Rv1616:_399_bp_-_C,0.231,39.0122795105,0.754,0.249,0.288155,-14.9005778838843,-0.113744869342628,-170.93,6.79078e-06,-43.36,0.0298715,0,0.365914204545,0.32356575,0.375166,0.370430202899,0.336716346154,0.473554941176,0.556898636364,0.336056071429,0.360968111111,0.336959605263,0.336959605263,3,21.0,63,0.477272727273,11,0.0833333333333,0.0901515151515,-2.12631578947,-0.656097560976,1.00975609756,38,0.441578947368,-0.165263157895,0.579473684211,-0.0638888888889,-0.245125661376,1.341,0.278666666667,1.00545454545,21.1639849624,19.45075,20.8615,20.892,19.935,7,0.411765,2,0.117647,6,0.115385,3,0.057692,3,1,5,3,3,1,38,11,0.0833333333333,38,0.287878787879,1,132,14029.4848,9.05523681641,0.0681818181818,2.66666666667,0.693696162959,0.73400662979,0.581760653078,0.671068038538,0.792264146493,0.950139003336,0.652487632926,0.0858843845179,0.577396967666,0.758358740333,0.991277813999,39,0.0988986405094,1,0.0473154362416,1,0.140044742729,1,0.149248961329,0.02813695,0.4845985,0.2004425,0.3181202,0.634085213033,0.247398388394,0.4,0.566666666667,0.7,0.833333333333
Rv1624c|Rv1624c:_588_bp_-,0.255,45.4762496948,0.766,0.2,0.2846687,-7.44283977936157,-0.0383651535018637,-248.00,5.37912e-07,-35.05,0.00982298,0,0.350322579487,0.2732525,0.373605,0.416034104478,0.314640666667,0.445282211538,0.594927818182,0.339003625,0.315926703125,0.3579726,0.594927818182,6,21.3333333333,128,0.65641025641,22,0.112820512821,-1.01179487179,-2.24210526316,-2.01219512195,-0.260975609756,5,-0.292,NA,NA,-0.298571428571,-0.368295929217,-0.339,-0.427333333333,0.299090909091,20.6410204082,19.1535,15.122,18.04,18.841,8,0.153846,2,0.038462,2,0.133333,2,0.133333,3,1,0,0,3,1,5,22,0.112820512821,5,0.025641025641,1,195,20371.3976,9.37969970703,0.0923076923077,2.16666666667,0.469272904963,0.591027777482,0.391860517837,0.494472929951,0.676795990502,0.855108514592,0.640552071568,0.210054343071,0.524690509699,0.773685480396,0.979949579425,42,0.0893115879032,1,0.0814317673378,1,0.0633109619687,0,0.039309683605,0.02813695,0.4845985,0.191961775,0.32250865,0.610544217687,0.201087578661,0.466666666667,0.566666666667,0.633333333333,0.766666666667
Rv1634|Rv1634:_1416_bp_-_,0.242,41.7872962952,0.802,0.257,0.2878958,-10.1164038138007,-0.0215242634336185,-762.77,2.09726e-17,-42.07,0.0782085,2,0.42617122293,0.3666715,0.47561,0.445417576471,0.465426491525,0.400012730769,0.431848210526,0.505661222222,0.415301189369,0.376116272727,0.431848210526,14,21.5,301,0.63906581741,19,0.0403397027601,-0.563057324841,-2.3,-1.71219512195,1.23414634146,11,0.665454545455,NA,NA,-0.0304166666667,-0.126175032396,2.363,1.00778571429,0.582631578947,22.9162711864,22.9555,23.078,27.254,24.405,6,0.115385,3,0.057692,18,0.152542,10,0.084746,1,1,2,3,2,3,11,11,0.0233545647558,19,0.0403397027601,1,471,47712.7239,9.70867919922,0.0700636942675,3.07142857143,0.423410587825,0.532915763405,0.261784432925,0.35079025357,0.6967140325,0.897888767329,0.726843267816,0.191549997146,0.614838107384,0.865780865846,0.99717163624,192,0.129930405499,1,0.0919463087248,1,0.114653243848,1,0.149568552253,0.009080431,0.540708,0.193546525,0.31067965,0.669491525424,0.317051135546,0.433333333333,0.633333333333,0.733333333333,0.9
Rv1635c|Rv1635c:_1671_bp_,0.220,43.3702659607,0.794,0.238,0.2838236,-22.5637259576376,-0.0406553620858335,-804.66,5.38024e-21,-45.45,0.0222101,4,0.392923678058,0.32861425,0.4419425,0.403494532578,0.37169111828,0.414870369231,0.597822189655,0.384598308725,0.374541847291,0.31305154717,0.384598308725,10,20.3,203,0.365107913669,58,0.104316546763,0.301079136691,-2.12105263158,-1.25365853659,2.67073170732,53,0.238490566038,-0.26,0.638421052632,-0.0978947368421,-0.294266905901,0.412,-0.0431,0.943620689655,20.6666606822,21.6135,21.018,21.476,22.18,46,0.176923,22,0.084615,14,0.150538,7,0.075269,23,13,5,5,13,6,53,149,0.267985611511,53,0.0953237410072,1,556,60034.4617,9.84368896484,0.0989208633094,1.7,0.503035454014,0.563421993239,0.170579468987,0.45461381721,0.71899142719,0.811474474237,0.672583603159,0.0944356223079,0.561672655073,0.79173881818,0.996250017755,143,0.0969479643673,1,0.0687919463087,1,0.143288590604,1,0.0751038670502,0.009080431,0.540708,0.1975194,0.3109279,0.65170556553,0.282061867145,0.366666666667,0.6,0.7,0.9
Rv1819c|Rv1819c:_1920_bp_,0.252,44.0894088745,0.803,0.221,0.3010701,-19.8618360870782,-0.031131404525201,-850.33,2.15285e-21,-34.51,0.00396783,4,0.386379206573,0.287589,0.4586715,0.404121140684,0.362805152778,0.410673455947,0.287748105263,0.417797033149,0.303792858407,0.22279805,0.417797033149,5,22.6,113,0.176838810642,19,0.0297339593114,0.978560250391,-2.38947368421,-1.50487804878,3.4487804878,20,0.06,0.0389473684211,0.05,-0.364,-0.402527460945,-2.737,-0.9676,0.504736842105,20.723265625,19.896,20.0235,26.008,21.224,57,0.125551,55,0.121145,8,0.111111,5,0.069444,47,45,4,3,3,2,20,362,0.566510172144,34,0.0532081377152,1,639,71316.2444,8.74420166016,0.107981220657,1.2,0.317657757749,0.522060760763,0.267803384879,0.392081412716,0.613622060584,0.798137064603,0.669740576156,0.109455956793,0.582913790523,0.775156159589,0.998760258794,148,0.0937455002652,1,0.0840044742729,1,0.102013422819,1,0.111217641419,0.009080431,0.540708,0.197396975,0.30888635,0.622395833333,0.224402562126,0.4,0.566666666667,0.666666666667,0.866666666667
Rv1824|Rv1824:_366_bp_-_C,0.243,39.3749465942,0.822,0.247,0.295478,-5.1500157797488,-0.0429167981645733,-168.07,2.005e-05,-54.92,0.0618614,0,0.312547438017,0.291498,0.342713,0.296952795455,0.3253177,0.288610176471,0.357158545455,0.279994083333,0.321458662338,0.3518668,0.279994083333,4,19.25,77,0.636363636364,11,0.0909090909091,-0.252066115702,-2.04736842105,-1.22682926829,0.412195121951,5,0.592,NA,NA,-0.131428571429,-0.215554511278,0.276,1.007,0.559090909091,20.7722131148,21.6575,22.2875,19.878,21.419,7,0.205882,3,0.088235,0,0.000000,2,0.200000,3,0,0,1,1,1,5,12,0.099173553719,5,0.0413223140496,1,121,12750.0674,9.51165771484,0.099173553719,3.0,0.60073006272,0.65980833165,0.104787711362,0.556118421368,0.79099720573,0.895507234957,0.655495747445,0.115750796147,0.540474830284,0.78695592348,0.993776391901,33,0.105389806929,1,0.1,1,0.131208053691,0,0.0380313199105,0.02813695,0.4845985,0.20034565,0.3226897,0.631147540984,0.241619279681,0.433333333333,0.566666666667,0.7,0.8
Rv1861|Rv1861:_306_bp_-_P,0.316,36.2333374023,0.849,0.219,0.3614063,-13.3417859702623,-0.133417859702623,-130.02,0.000908646,-35.97,0.0132282,0,0.291281069307,0.255324,0.321423,0.328663575758,0.330420583333,0.323978222222,0.354755210526,0.264367,0.273139558824,0.353783833333,0.354755210526,3,22.6666666667,68,0.673267326733,19,0.188118811881,-0.688118811881,-2.40526315789,-1.4,-0.121951219512,6,1.31,NA,NA,-0.185714285714,-0.283601621808,0.469,-0.373,0.731578947368,20.8792156863,19.52925,19.407,19.214,19.427,3,0.333333,0,0.000000,2,0.083333,4,0.166667,1,0,1,3,1,3,6,6,0.0594059405941,19,0.188118811881,1,101,10330.1172,8.12005615234,0.108910891089,4.66666666667,0.48494620824,0.409091364203,0.161931591445,0.315443138076,0.500260322879,0.638918418597,0.660137526157,0.318796490294,0.546338294737,0.771061560128,0.993145135343,31,0.117619144465,1,0.0976510067114,1,0.169574944072,0,0.101949504634,0.02813695,0.4569483,0.1955741,0.3267347,0.624183006536,0.227918362411,0.466666666667,0.6,0.666666666667,0.766666666667
Rv1892|Rv1892:_312_bp_-_P,0.229,42.4070243835,0.720,0.235,0.2826762,-5.93519276750821,-0.0581881643873354,-137.21,2.2141e-05,-51.80,0.141946,1,0.313897524272,0.2891035,0.3540115,0.282354368421,0.3475266,0.276087807692,0.313684555556,0.23548332,0.352983608696,0.3475266,0.313684555556,2,23.0,46,0.446601941748,27,0.26213592233,0.0582524271845,-2.23157894737,-2.05609756098,0.770731707317,5,0.004,NA,NA,-0.431428571429,-0.460114285714,0.954,-1.1205,0.46,20.9138461538,19.55375,20.9205,23.898,22.999,8,0.153846,7,0.134615,0,0.000000,0,0.000000,4,3,0,0,4,3,5,27,0.26213592233,5,0.0485436893204,1,103,11408.3053,7.93731689453,0.135922330097,4.5,0.683478087401,0.598019066413,0.237688474564,0.437573361484,0.77090533812,0.917015765792,0.661606377938,0.151044395904,0.578267825147,0.768273770967,0.922246233384,29,0.0985004540723,1,0.0859060402685,1,0.127628635347,1,0.182806008309,0.02813695,0.4845985,0.1972845,0.3267347,0.637820512821,0.254746623048,0.533333333333,0.633333333333,0.666666666667,0.766666666667
Rv1924c|Rv1924c:_381_bp_-,0.247,33.9961280823,0.773,0.253,0.221837,-1.49742859088818,-0.0119794287271055,-169.00,7.38408e-07,-42.15,0.0953858,0,0.375811349206,0.33011325,0.43014925,0.365019610169,0.357021875,0.366274156863,0.429674032258,0.279314333333,0.385314522388,0.4036464,0.429674032258,3,22.3333333333,67,0.531746031746,31,0.246031746032,0.411111111111,-2.36315789474,-1.21219512195,1.77317073171,5,0.162,NA,NA,-0.254545454545,-0.274213564214,-0.453,-0.788333333333,0.690322580645,20.8844094488,19.74875,21.545,24.836,21.32,11,0.215686,5,0.098039,0,0.000000,2,0.250000,6,3,0,1,6,3,5,31,0.246031746032,5,0.0396825396825,1,126,14165.7635,11.0293579102,0.111111111111,2.33333333333,0.558252374134,0.506083406757,0.305724748514,0.440009890937,0.580440780575,0.632877427015,0.652219785967,0.134438770246,0.557466686328,0.756697738134,0.99147890372,27,0.087140073609,1,0.0860178970917,1,0.0784116331096,0,0.0281240012784,0.02813695,0.4845985,0.2007545,0.3226498,0.658792650919,0.296003871643,0.466666666667,0.633333333333,0.7,0.833333333333
Rv1974|Rv1974:_378_bp_-_P,0.269,44.7703475952,0.779,0.249,0.2997238,-6.33215893284674,-0.0510657978455383,-151.90,1.17375e-05,-52.19,0.00915614,1,0.383457184,0.309563,0.438517,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,97,0.776,1.0696,-2.06842105263,-0.660975609756,2.29024390244,NA,NA,NA,NA,NA,NA,NA,NA,0.575979381443,20.4873809524,21.896,22.3155,19.68,19.699,NA,NA,NA,NA,12,0.123711,9,0.092784,NA,NA,12,9,12,9,NA,0,0.0,97,1.0,1,125,13523.2556,8.53509521484,0.08,0.0,0.680725526815,0.599533470015,0.390594726637,0.489272146011,0.701528360902,0.809772156255,0.628298748403,0.0979255815612,0.550272036379,0.725887247552,0.934250402639,28,0.0845564831487,1,0.151342281879,1,0.0780760626398,NA,NA,0.02813695,0.4845985,0.2004425,0.3226897,0.637566137566,0.254246205634,0.5,0.6,0.666666666667,0.833333333333
Rv2076c|Rv2076c:_252_bp_-,0.165,47.0254516602,0.707,0.164,0.2760348,-2.32774268354983,-0.0283871058969491,-104.54,0.000125601,-56.32,0.0231783,1,0.371494626506,0.2858775,0.43955,0.432038785714,0.22645,0.459821054054,0.428861173913,0.510683714286,0.309473780488,0.22645,0.428861173913,2,20.5,41,0.493975903614,23,0.277108433735,0.298795180723,-2.13684210526,-1.43902439024,1.53414634146,5,0.968,NA,NA,-0.3655,-0.405369047619,-0.561,-0.379,0.169130434783,18.1739285714,18.9435,17.2405,14.368,17.747,9,0.243243,2,0.054054,1,0.200000,0,0.000000,3,0,1,0,3,0,5,23,0.277108433735,5,0.0602409638554,1,83,9076.7582,10.8473510742,0.10843373494,2.5,0.494542158478,0.636242130588,0.203036914471,0.494490598599,0.783969243724,0.882744625642,0.628010870509,0.229422990547,0.509483906317,0.745755467288,0.995603543017,36,0.13121772033,1,0.168791946309,1,0.153914988814,1,0.259827420901,0.02813695,0.4394501,0.19254705,0.3226897,0.619047619048,0.217815817919,0.5,0.566666666667,0.666666666667,0.833333333333
Rv2144c|Rv2144c:_357_bp_-,0.247,46.0532722473,0.784,0.222,0.2674536,-17.5033598112743,-0.149601365908328,-166.13,0.000241218,-58.34,0.0189563,1,0.614494220339,0.430343,0.7237345,0.6986255875,0.364350111111,0.740998535211,0.5316395,0.740998535211,0.391424526316,NA,NA,1,19.0,19,0.191919191919,9,0.0762711864407,1.09661016949,-2.55789473684,-1.9487804878,3.15609756098,71,1.58816901408,1.11473684211,1.81631578947,-0.173157894737,-0.173157894737,0.3,0.3,0.0222222222222,22.7064705882,24.625,27.6955,31.748,30.771,4,0.056338,24,0.338028,0,0.000000,0,0.000000,4,24,0,0,0,0,NA,71,0.717171717172,9,0.0909090909091,1,118,12027.1205,3.61541748047,0.0254237288136,2.0,0.814979528867,0.685383932987,0.499915892566,0.597655159341,0.783151149147,0.815495807659,0.654801557568,0.144277238599,0.566995418075,0.754545717639,0.991919275618,59,0.15027385636,1,0.1451901566,1,0.17774049217,NA,NA,0.02813695,0.4845985,0.2004425,0.3226897,0.655462184874,0.289452042502,0.533333333333,0.633333333333,0.7,0.766666666667
